,Name,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
280,Tata Hexa XM,GOLD,Madurai,1200000,60000,Diesel,,2018,Tata
281,Toyota Corolla H5,GOLD,Chennai,170000,80000,Petrol,,2006,Toyota
282,Maruti Suzuki Maruti,GOLD,,65000,108252,Petrol,,2005,Maruti
283,Maruti Suzuki Wagon,GOLD,Chennai,360000,36000,Petrol,,2014,Maruti
284,Hyundai Xcent 1.2,GOLD,Chennai,299000,95000,Diesel, 2nd Owner,2016,Hyundai
285,Ford Figo 1.5,GOLD,Chennai,176000,88000,Diesel, 2nd Owner,2010,Ford
286,Maruti Suzuki Wagon,GOLD,Chennai,325000,60000,Petrol, 1st Owner,2014,Maruti
287,Hyundai Creta -,PLATINUM,Pune,1804399,14506,Petrol, 2nd Owner,2020,Hyundai
288,Maruti Suzuki S,PLATINUM,Pune,985299,29115,Diesel, 2nd Owner,2017,Maruti
289,Maruti Suzuki Baleno,PLATINUM,Pune,642899,34763,Petrol, 2nd Owner,2017,Maruti
290,Maruti Suzuki Ciaz,PLATINUM,Chennai,740000,12500,Diesel, 2nd Owner,2015,Maruti
291,Maruti Suzuki Baleno,PLATINUM,Pune,610000,85000,Petrol,,2017,Maruti
292,Hyundai Grand i10,PLATINUM,Pune,495000,40000,Petrol,,2016,Hyundai
293,Hyundai Verna 1.6,PLATINUM,Pune,510000,71000,Petrol,,2014,Hyundai
294,Maruti Suzuki Baleno,PLATINUM,Pune,560000,44000,Petrol,,2017,Maruti
295,Toyota Innova 2.0,PLATINUM,Pune,455000,124000,Diesel,,2009,Toyota
296,Maruti Suzuki Wagon,PLATINUM,Pune,350000,78000,CNG,,2012,Maruti
297,Renault Kwid CLIMBER,PLATINUM,Bangalore,463099,44696,Petrol, 1st Owner,2017,Renault
298,Maruti Suzuki Alto,PLATINUM,Pune,350599,33004,Petrol, 2nd Owner,2018,Maruti
299,Hyundai Verna Fluidic,PLATINUM,Chennai,636299,46034,Petrol, 1st Owner,2016,Hyundai
300,Hyundai Grand i10,PLATINUM,Chennai,698199,60307,Petrol, 1st Owner,2020,Hyundai
301,Hyundai Grand i10,PLATINUM,Chennai,764199,8825,Petrol, 1st Owner,2021,Hyundai
302,Maruti Suzuki Celerio,PLATINUM,Chennai,524799,5743,Petrol, 1st Owner,2019,Maruti
303,Ford EcoSport Ambiente,GOLD,Chennai,420000,87000,Diesel, 1st Owner,2013,Ford
304,Kia Seltos GTX,GOLD,Bangalore,1831000,19500,Petrol,,2020,Kia
305,Chevrolet Beat LS,GOLD,Chennai,210000,60000,Petrol,,2010,Chevrolet
306,Volkswagen Vento Highline,GOLD,Chennai,465000,70000,Petrol,,2013,Volkswagen
307,Audi Q7 35,GOLD,Chennai,2250000,65000,Diesel,,2017,Audi
308,Maruti Suzuki Ertiga,GOLD,Chennai,1090000,35623,Petrol,,2020,Maruti
309,Toyota Innova -,GOLD,Bangalore,375000,160000,Petrol,,2005,Toyota
310,Hyundai i20 Sportz,GOLD,Chennai,225000,98500,Petrol,,2009,Hyundai
311,Maruti Suzuki Celerio,PLATINUM,Chennai,524799,5743,Petrol, 1st Owner,2019,Maruti
312,Maruti Suzuki Eeco,PLATINUM,Chennai,493899,25735,Petrol, 1st Owner,2019,Maruti
313,Hyundai Elite i20,PLATINUM,Chennai,825299,37522,Petrol, 2nd Owner,2019,Hyundai
314,Maruti Suzuki Wagon,PLATINUM,Chennai,495499,38955,Petrol, 1st Owner,2018,Maruti
315,Hyundai Eon Era,PLATINUM,Chennai,277599,65308,Petrol, 1st Owner,2014,Hyundai
316,Maruti Suzuki Wagon,PLATINUM,Chennai,473899,30467,Petrol, 1st Owner,2017,Maruti
317,Hyundai Venue S,PLATINUM,Chennai,855299,1954,Petrol, 1st Owner,2019,Hyundai
318,Hyundai Santro 1.1,PLATINUM,Chennai,540299,35220,Petrol, 1st Owner,2019,Hyundai
319,Hyundai Elite i20,PLATINUM,Chennai,642899,75876,Petrol, 1st Owner,2016,Hyundai
320,Maruti Suzuki Alto,PLATINUM,Chennai,442299,27020,Petrol, 1st Owner,2021,Maruti
321,Renault Triber 1.0,PLATINUM,Chennai,725399,13739,Petrol, 1st Owner,2019,Renault
322,Maruti Suzuki Wagon,PLATINUM,Chennai,558299,21544,Petrol, 1st Owner,2019,Maruti
323,Maruti Suzuki Alto,PLATINUM,Chennai,354299,13816,Petrol, 1st Owner,2016,Maruti
324,Hyundai Elite i20,PLATINUM,Chennai,673599,23817,Petrol, 1st Owner,2016,Hyundai
325,Hyundai Grand i10,PLATINUM,Chennai,525099,60985,Petrol, 1st Owner,2017,Hyundai
326,Hyundai Verna SX,GOLD,Chennai,525000,80000,Diesel,,2012,Hyundai
327,Volkswagen Polo Comfortline,GOLD,Chennai,675000,30123,Petrol,,2018,Volkswagen
328,Renault Kwid RXT,GOLD,Chennai,325000,67000,Petrol,,2016,Renault
329,Renault Triber RXT,GOLD,Chennai,645000,26123,Petrol,,2020,Renault
330,Maruti Suzuki Ertiga,GOLD,Chennai,785000,60123,Petrol,,2017,Maruti
331,Mahindra TUV300 T8,GOLD,Chennai,690000,52123,Diesel,,2016,Mahindra
332,Maruti Suzuki Celerio,GOLD,Chennai,425000,11123,Petrol,,2018,Maruti
333,Hyundai Elite i20,GOLD,Chennai,645000,41233,Petrol,,2019,Hyundai
334,Maruti Suzuki Swift,PLATINUM,Chennai,529699,50141,Petrol, 1st Owner,2016,Maruti
335,Maruti Suzuki Ertiga,PLATINUM,Bangalore,1081899,86033,Diesel,,2018,Maruti
336,Fiat Linea Dynamic,PLATINUM,Kolkata,256000,30000,Petrol, 1st Owner,2012,Fiat
337,Honda City ZX,PLATINUM,Bangalore,290000,86924,Petrol,,2008,Honda
338,Volkswagen Polo GT,PLATINUM,Bangalore,735000,68870,Petrol,,2016,Volkswagen
339,Maruti Suzuki XL6,PLATINUM,Bangalore,1244799,22292,Petrol, 2nd Owner,2019,Maruti
340,Honda Amaze -,PLATINUM,Bangalore,474399,44013,Petrol, 1st Owner,2014,Honda
341,Maruti Suzuki Wagon,PLATINUM,Bangalore,389399,96250,Petrol, 2nd Owner,2016,Maruti
342,Maruti Suzuki Swift,PLATINUM,Chennai,562399,59839,Petrol, 2nd Owner,2017,Maruti
343,Hyundai Grand i10,PLATINUM,Chennai,446699,49693,Petrol, 2nd Owner,2015,Hyundai
344,Renault Kwid RXT,PLATINUM,Bangalore,439999,22223,Petrol, 1st Owner,2017,Renault
345,Honda Amaze -,PLATINUM,Bangalore,918999,8030,Petrol, 2nd Owner,2021,Honda
346,Volkswagen Polo -,PLATINUM,Bangalore,815799,38780,Petrol, 2nd Owner,2016,Volkswagen
347,Maruti Suzuki Vitara,PLATINUM,Bangalore,896799,31919,Diesel, 2nd Owner,2018,Maruti
348,Hyundai i10 Sportz,PLATINUM,Bangalore,411399,47564,Petrol, 2nd Owner,2015,Hyundai
349,Hyundai Grand i10,PLATINUM,Bangalore,498999,42836,Petrol, 2nd Owner,2013,Hyundai
350,Renault Kwid RXT,GOLD,Chennai,470000,6000,Petrol,,2020,Renault
351,Tata Indica -,GOLD,Chennai,69000,85000,Diesel,,2007,Tata
352,Mahindra TUV300 T8,GOLD,Madurai,925000,27000,Diesel,,2018,Mahindra
353,Mahindra Scorpio LX,GOLD,Chennai,495000,690000,Diesel,,2013,Mahindra
354,Maruti Suzuki Ertiga,GOLD,Chennai,1090000,35000,Petrol,,2020,Maruti
355,Toyota Etios Liva,GOLD,Delhi,300000,135000,Diesel,,2013,Toyota
356,Tata Aria Prestige,GOLD,Bangalore,450000,115000,Diesel,,2012,Tata
357,Ford Figo -,PLATINUM,Bangalore,357999,50488,Petrol, 2nd Owner,2015,Ford
358,Maruti Suzuki Ignis,PLATINUM,Pune,462599,12916,Petrol, 1st Owner,2018,Maruti
359,Hyundai Elite i20,PLATINUM,Bangalore,695199,30731,Petrol, 1st Owner,2016,Hyundai
360,Maruti Suzuki Eeco,PLATINUM,Bangalore,490399,8825,Petrol, 2nd Owner,2019,Maruti
361,Renault Kwid RxL,PLATINUM,Bangalore,340099,21627,Petrol, 3rd Owner,2016,Renault
362,Maruti Suzuki Ertiga,PLATINUM,Bangalore,997899,5580,Petrol, 2nd Owner,2020,Maruti
363,Hyundai i10 Sportz,PLATINUM,Bangalore,351599,41371,Petrol, 1st Owner,2013,Hyundai
364,Maruti Suzuki Swift,PLATINUM,Bangalore,603799,42313,Petrol, 1st Owner,2016,Maruti
365,Hyundai Elite i20,PLATINUM,Bangalore,599799,74913,Petrol, 2nd Owner,2016,Hyundai
366,Maruti Suzuki Wagon,PLATINUM,Bangalore,456099,74760,Petrol, 2nd Owner,2018,Maruti
367,Ford Ecosport -,PLATINUM,Bangalore,993699,34045,Diesel, 2nd Owner,2019,Ford
368,Maruti Suzuki Ritz,PLATINUM,Bangalore,312299,143147,Petrol, 2nd Owner,2010,Maruti
369,Hyundai Venue -,PLATINUM,Bangalore,1221799,28149,Petrol, 1st Owner,2019,Hyundai
370,Maruti Suzuki Swift,PLATINUM,Bangalore,522999,38049,Petrol, 2nd Owner,2015,Maruti
371,Hyundai EON Magna,PLATINUM,Bangalore,323399,78895,Petrol, 2nd Owner,2014,Hyundai
372,Hyundai Grand i10,PLATINUM,Bangalore,510799,27027,Petrol, 2nd Owner,2015,Hyundai
373,Mahindra XUV 500,GOLD,Pune,750000,66000,Diesel,,2013,Mahindra
374,Hyundai Getz GLS,GOLD,Bangalore,155000,82000,Petrol,,2005,Hyundai
375,Maruti Suzuki Swift,GOLD,Chennai,350000,57000,Petrol,,2011,Maruti
376,Honda Amaze 1.5,GOLD,Pune,410000,71000,Diesel,,2014,Honda
377,Hyundai Eon Era,GOLD,Pune,275000,47000,CNG,,2014,Hyundai
378,Hyundai Grand i10,GOLD,Pune,465000,37000,Petrol,,2017,Hyundai
379,Maruti Suzuki Zen,GOLD,Bangalore,145000,73000,Petrol,,2007,Maruti
380,Hyundai Getz GLS,GOLD,Bangalore,165000,82650,Petrol,,2007,Hyundai
381,Maruti Suzuki Vitara,PLATINUM,Pune,910799,23940,Petrol, 2nd Owner,2020,Maruti
382,Renault Captur -,PLATINUM,Chennai,722899,26678,Petrol, 2nd Owner,2018,Renault
383,Honda WR V,PLATINUM,Pune,809499,41342,Diesel, 2nd Owner,2018,Honda
384,Maruti Suzuki Alto,PLATINUM,Bangalore,297399,59614,Petrol, 1st Owner,2013,Maruti
385,Maruti Suzuki Alto,PLATINUM,Bangalore,411999,39550,Petrol, 2nd Owner,2016,Maruti
386,Renault Triber -,PLATINUM,Bangalore,623399,28621,Petrol, 1st Owner,2019,Renault
387,Honda Brio -,PLATINUM,Bangalore,372399,60437,Petrol, 1st Owner,2013,Honda
388,Maruti Suzuki Wagon,PLATINUM,Chennai,518099,26598,Petrol, 2nd Owner,2018,Maruti
389,Honda Amaze -,PLATINUM,Chennai,485599,62723,Petrol, 2nd Owner,2015,Honda
390,Maruti Suzuki Baleno,PLATINUM,Chennai,636899,21145,Petrol, 2nd Owner,2017,Maruti
391,Hyundai Grand i10,PLATINUM,Pune,396999,48699,Petrol, 1st Owner,2013,Hyundai
392,Ford Ecosport -,PLATINUM,Pune,980399,10102,Petrol, 2nd Owner,2019,Ford
393,Maruti Suzuki Baleno,PLATINUM,Bangalore,658999,34881,Petrol, 1st Owner,2017,Maruti
394,Hyundai EON D,PLATINUM,Bangalore,304099,53997,Petrol, 2nd Owner,2015,Hyundai
395,Maruti Suzuki Alto,PLATINUM,Bangalore,362599,49076,Petrol, 1st Owner,2015,Maruti
396,Maruti Suzuki Alto,PLATINUM,Bangalore,344199,65951,Petrol, 2nd Owner,2014,Maruti
397,Maruti Suzuki Swift,GOLD,Bangalore,215000,116000,Petrol,,2007,Maruti
398,Skoda Rapid 1.5,GOLD,Bangalore,550000,136000,Diesel, 1st Owner,2015,Skoda
399,Renault Duster 110PS,GOLD,Pune,550000,85000,Diesel,,2013,Renault
400,Hyundai Santro -,GOLD,Chennai,89000,85000,Petrol,,2002,Hyundai
401,Maruti Suzuki Alto,GOLD,Chennai,79000,85000,Petrol,,2001,Maruti
402,Chevrolet Aveo -,GOLD,Chennai,67000,63000,Petrol,,2007,Chevrolet
403,Ford Ikon -,GOLD,Chennai,59000,73000,Petrol,,2009,Ford
404,Maruti Suzuki Wagon,GOLD,Chennai,69000,85000,Petrol,,2007,Maruti
405,Maruti Suzuki Alto,PLATINUM,Bangalore,462399,15032,Petrol, 1st Owner,2017,Maruti
406,Maruti Suzuki Alto,PLATINUM,Pune,319999,15575,Petrol, 2nd Owner,2017,Maruti
407,Maruti Suzuki Swift,PLATINUM,Pune,275699,147819,Diesel, 3rd Owner,2010,Maruti
408,Hyundai Grand i10,PLATINUM,Bangalore,501599,35203,Petrol, 2nd Owner,2016,Hyundai
409,Maruti Suzuki Eeco,PLATINUM,Bangalore,506599,7597,Petrol, 1st Owner,2020,Maruti
410,Mahindra Scorpio S5,PLATINUM,Bangalore,1198599,34883,Diesel, 1st Owner,2018,Mahindra
411,Ford Ecosport -,PLATINUM,Bangalore,775499,59580,Diesel, 2nd Owner,2017,Ford
412,Maruti Suzuki Ritz,PLATINUM,Bangalore,338999,49647,Petrol, 2nd Owner,2011,Maruti
413,Hyundai Verna Fluidic,PLATINUM,Bangalore,652699,67577,Petrol, 2nd Owner,2016,Hyundai
414,Tata Tiago -,PLATINUM,Bangalore,535899,10890,Petrol, 1st Owner,2017,Tata
415,Maruti Suzuki Swift,PLATINUM,Chennai,492099,57444,Petrol, 1st Owner,2015,Maruti
416,Honda City -,PLATINUM,Bangalore,885999,33598,Petrol, 2nd Owner,2017,Honda
417,Ford Freestyle -,PLATINUM,Bangalore,694899,17804,Petrol, 2nd Owner,2018,Ford
418,Maruti Suzuki Swift,PLATINUM,Pune,450599,62613,Petrol, 2nd Owner,2013,Maruti
419,Hyundai i20 Asta,PLATINUM,Bangalore,377999,56974,Petrol, 2nd Owner,2010,Hyundai
420,Datsun Redi GO,PLATINUM,Bangalore,491499,1405,Petrol, 1st Owner,2021,Datsun
421,Maruti Suzuki Omni,GOLD,Chennai,89000,85000,Petrol,,2008,Maruti
422,Hyundai Creta 1.6,GOLD,Bangalore,1865000,8000,Petrol,,2020,Hyundai
423,Datsun GO T,GOLD,Kolkata,235000,29000,Petrol,,2014,Datsun
424,Mahindra Bolero B6,GOLD,Bangalore,1025000,22000,Diesel,,2020,Mahindra
425,Volkswagen Polo GT,GOLD,Pune,450000,118000,Petrol,,2014,Volkswagen
426,Hyundai Creta 1.6,GOLD,Pondicherry,1575000,23000,Diesel,,2020,Hyundai
427,Maruti Suzuki Swift,GOLD,Pondicherry,695000,34000,Diesel,,2018,Maruti
428,Honda Civic 1.8V,GOLD,Hyderabad,295000,87000,Petrol,,2008,Honda
429,Hyundai Verna -,PLATINUM,Pune,1171199,36965,Petrol, 2nd Owner,2018,Hyundai
430,Honda WR V,PLATINUM,Pune,625699,25526,Petrol, 1st Owner,2017,Honda
431,Hyundai Grand i10,PLATINUM,Chennai,453199,20235,Petrol, 1st Owner,2016,Hyundai
432,Maruti Suzuki Vitara,PLATINUM,Chennai,850499,61064,Diesel, 2nd Owner,2018,Maruti
433,Maruti Suzuki Ignis,PLATINUM,Chennai,548699,12558,Petrol, 2nd Owner,2018,Maruti
434,Maruti Suzuki Alto,PLATINUM,Bangalore,498799,14179,Petrol, 1st Owner,2019,Maruti
435,Honda City VX,PLATINUM,Chennai,1377199,20379,Petrol, 1st Owner,2020,Honda
436,Ford Ecosport -,PLATINUM,Pune,772799,42837,Petrol, 2nd Owner,2017,Ford
437,Hyundai Elite i20,PLATINUM,Chennai,572599,67473,Petrol, 2nd Owner,2016,Hyundai
438,Honda City V,PLATINUM,Bangalore,774899,27576,Petrol, 1st Owner,2016,Honda
439,Maruti Suzuki S,PLATINUM,Pune,885099,80900,Diesel, 2nd Owner,2017,Maruti
440,Hyundai Elite i20,PLATINUM,Bangalore,687499,100934,Diesel, 2nd Owner,2017,Hyundai
441,Hyundai Elite i20,PLATINUM,Bangalore,567799,29060,Petrol, 2nd Owner,2015,Hyundai
442,Hyundai i10 Magna,PLATINUM,Chennai,398499,36129,Petrol, 2nd Owner,2016,Hyundai
443,Maruti Suzuki Swift,PLATINUM,Pune,348499,156442,Diesel, 2nd Owner,2011,Maruti
444,Maruti Suzuki Wagon,PLATINUM,Chennai,520899,48710,Petrol, 2nd Owner,2018,Maruti
445,Ford Figo Diesel,GOLD,Bangalore,225000,80000,Diesel,,2012,Ford
446,Honda City SV,GOLD,Bangalore,725000,57000,Petrol,,2015,Honda
447,Honda CRV -,GOLD,Hyderabad,240000,97000,LPG,,2004,Honda
448,Honda Amaze 1.2,GOLD,Pune,425000,44000,Petrol,,2013,Honda
449,Maruti Suzuki Swift,GOLD,Pune,500000,57000,Petrol,,2015,Maruti
450,Maruti Suzuki Swift,GOLD,Pune,250000,77000,Petrol,,2008,Maruti
451,Maruti Suzuki Ritz,GOLD,Pune,360000,81000,Petrol,,2013,Maruti
452,Hyundai Creta 1.6,GOLD,Pune,975000,41000,Petrol,,2016,Hyundai
453,Ford Ecosport -,PLATINUM,Pune,916799,20619,Petrol, 2nd Owner,2018,Ford
454,Maruti Suzuki Wagon,PLATINUM,Pune,480999,51149,Petrol+CNG, 2nd Owner,2018,Maruti
455,Tata Nexon -,PLATINUM,Bangalore,1043299,12978,Petrol, 1st Owner,2020,Tata
456,Honda City V,PLATINUM,Bangalore,787399,40025,Petrol, 1st Owner,2016,Honda
457,Hyundai Grand i10,PLATINUM,Bangalore,501599,63075,Petrol, 2nd Owner,2016,Hyundai
458,Honda Brio -,PLATINUM,Chennai,362999,78724,Petrol, 2nd Owner,2012,Honda
459,Renault Kwid -,PLATINUM,Pune,403199,12257,Petrol, 2nd Owner,2018,Renault
460,Hyundai Venue -,PLATINUM,Bangalore,1022599,26890,Diesel, 2nd Owner,2019,Hyundai
461,Nissan Micra Active,PLATINUM,Chennai,483199,20485,Petrol, 2nd Owner,2018,Nissan
462,Hyundai EON Era,PLATINUM,Chennai,321399,69220,Petrol, 2nd Owner,2017,Hyundai
463,Maruti Suzuki Alto,PLATINUM,Chennai,307999,41900,Petrol, 2nd Owner,2017,Maruti
464,Maruti Suzuki Eeco,PLATINUM,Bangalore,478599,11944,Petrol, 2nd Owner,2019,Maruti
465,Maruti Suzuki Wagon,PLATINUM,Chennai,405199,66143,Petrol, 2nd Owner,2015,Maruti
466,Maruti Suzuki Alto,PLATINUM,Chennai,314999,16563,Petrol, 2nd Owner,2018,Maruti
467,Hyundai Elite i20,PLATINUM,Pune,684599,14460,Petrol, 2nd Owner,2016,Hyundai
468,Maruti Suzuki Alto,PLATINUM,Bangalore,413099,47120,Petrol, 2nd Owner,2018,Maruti
469,Chevrolet Cruze LTZ,GOLD,Bangalore,345000,115000,Diesel,,2011,Chevrolet
470,Renault Scala RxZ,GOLD,Bangalore,385000,79200,Diesel,,2013,Renault
471,Hyundai Verna 1.6,GOLD,Chennai,690000,48877,Diesel,,2016,Hyundai
472,Honda WRV VX,GOLD,Mumbai,825000,32000,Petrol,,2019,Honda
473,Toyota Corolla Altis,GOLD,Mumbai,1425000,51000,Petrol,,2018,Toyota
474,Maruti Suzuki Alto,GOLD,Udaipur,295000,56000,Petrol,,2014,Maruti
475,Tata Tiago Revotorq,GOLD,Pune,700000,14000,Petrol,,2022,Tata
476,Chevrolet Aveo -,GOLD,Chennai,69000,79000,Petrol,,2006,Chevrolet
477,Maruti Suzuki Swift,PLATINUM,Chennai,501199,147960,Diesel, 2nd Owner,2016,Maruti
478,Maruti Suzuki Wagon,PLATINUM,Pune,357399,38766,Petrol, 2nd Owner,2014,Maruti
479,Maruti Suzuki Eeco,PLATINUM,Bangalore,494199,8409,Petrol, 2nd Owner,2019,Maruti
480,Renault Kwid RxL,PLATINUM,Bangalore,424099,20718,Petrol, 2nd Owner,2019,Renault
481,Maruti Suzuki Baleno,PLATINUM,Chennai,598299,51125,Petrol, 1st Owner,2017,Maruti
482,Hyundai Grand i10,PLATINUM,Bangalore,477599,64459,Petrol, 1st Owner,2014,Hyundai
483,Maruti Suzuki Swift,PLATINUM,Pune,447599,29467,Petrol, 1st Owner,2014,Maruti
484,Tata Nexon -,PLATINUM,Pune,703999,18019,Petrol, 1st Owner,2017,Tata
485,Maruti Suzuki Celerio,PLATINUM,Chennai,416099,40710,Petrol, 2nd Owner,2016,Maruti
486,Maruti Suzuki S,PLATINUM,Chennai,559099,1956,Petrol, 2nd Owner,2021,Maruti
487,Renault Kwid -,PLATINUM,Bangalore,463099,44696,Petrol,,2017,Renault
488,Hyundai Grand i10,PLATINUM,Bangalore,527099,21531,Petrol, 3rd Owner,2018,Hyundai
489,Kia Seltos -,PLATINUM,Pune,1517999,20989,Petrol, 2nd Owner,2019,Kia
490,Hyundai i20 -,PLATINUM,Chennai,431099,33901,Petrol, 1st Owner,2013,Hyundai
491,Hyundai Grand i10,PLATINUM,Chennai,539799,54696,Petrol, 2nd Owner,2018,Hyundai
492,MG Motors Hector,PLATINUM,Bangalore,1800299,11292,Diesel, 2nd Owner,2019,MG
493,Renault Duster 110,GOLD,Pune,1025000,14000,Diesel,,2020,Renault
494,Mahindra Logan -,GOLD,Chennai,129000,97000,Diesel,,2007,Mahindra
495,Tata Indigo CS,GOLD,Chennai,79000,85000,Diesel,,2007,Tata
496,Ford EcoSport Trend,GOLD,Pune,525000,50000,Diesel,,2014,Ford
497,Honda Jazz VX,GOLD,Pune,565000,53000,Petrol,,2016,Honda
498,Maruti Suzuki Wagon,GOLD,Pune,435000,27000,Petrol,,2016,Maruti
499,Maruti Suzuki Wagon,GOLD,Pune,425000,52000,Petrol,,2016,Maruti
500,Honda City ZX,GOLD,Chennai,250000,149000,Petrol,,2007,Honda
501,Hyundai Grand i10,PLATINUM,Bangalore,616599,27317,Petrol, 2nd Owner,2017,Hyundai
502,Hyundai Xcent -,PLATINUM,Bangalore,466599,79784,Petrol, 2nd Owner,2014,Hyundai
503,Audi Q3 -,PLATINUM,Chennai,1656999,73656,Diesel, 1st Owner,2015,Audi
504,Tata Tiago -,PLATINUM,Bangalore,562999,27664,Petrol, 1st Owner,2018,Tata
505,Hyundai Verna FLUIDIC,PLATINUM,Bangalore,488899,41898,Petrol, 2nd Owner,2012,Hyundai
506,Maruti Suzuki S,PLATINUM,Chennai,514599,4889,Petrol, 2nd Owner,2021,Maruti
507,Hyundai Grand i10,PLATINUM,Chennai,495299,39836,Petrol, 1st Owner,2015,Hyundai
508,Honda Jazz -,PLATINUM,Bangalore,752399,16108,Petrol, 2nd Owner,2016,Honda
509,Hyundai Grand i10,PLATINUM,Bangalore,474799,46111,Petrol, 2nd Owner,2015,Hyundai
510,Maruti Suzuki Ciaz,PLATINUM,Bangalore,849599,23761,Petrol, 2nd Owner,2018,Maruti
511,Maruti Suzuki S,PLATINUM,Bangalore,663199,146782,Diesel, 1st Owner,2016,Maruti
512,Hyundai Grand i10,PLATINUM,Bangalore,566699,26597,Petrol, 1st Owner,2016,Hyundai
513,Maruti Suzuki Eeco,PLATINUM,Chennai,471199,12323,Petrol, 2nd Owner,2018,Maruti
514,Renault Kwid RXL,PLATINUM,Bangalore,385499,3230,Petrol, 1st Owner,2017,Renault
515,Maruti Suzuki Swift,PLATINUM,Chennai,491599,62059,Petrol, 3rd Owner,2016,Maruti
516,Maruti Suzuki Baleno,PLATINUM,Bangalore,725699,28188,Petrol, 2nd Owner,2019,Maruti
517,Maruti Suzuki Wagon,GOLD,Pune,350000,55000,Petrol,,2013,Maruti
518,Maruti Suzuki SX4,GOLD,Pune,210000,79000,Petrol,,2009,Maruti
519,Tata Tiago XZA,GOLD,Pune,460000,55000,Petrol,,2017,Tata
520,BMW 5 Series,GOLD,NaviMumbai,990000,49000,Petrol, 3rd Owner,2010,BMW
521,Tata Indica Vista,GOLD,Bangalore,190000,56000,Petrol,,2009,Tata
522,Maruti Suzuki Ertiga,GOLD,Pune,625000,83000,Petrol,,2014,Maruti
523,Maruti Suzuki Baleno,GOLD,Chennai,590000,39226,Petrol,,2016,Maruti
524,Maruti Suzuki Swift,GOLD,Chennai,740000,33901,Petrol,,2019,Maruti
525,Hyundai Grand i10,PLATINUM,Bangalore,640099,32877,Petrol, 2nd Owner,2019,Hyundai
526,Maruti Suzuki Ignis,PLATINUM,Chennai,575099,17283,Petrol, 2nd Owner,2019,Maruti
527,Maruti Suzuki Ertiga,PLATINUM,Bangalore,1081899,86033,Diesel, 1st Owner,2018,Maruti
528,Volkswagen Polo -,PLATINUM,Bangalore,726399,17419,Petrol, 2nd Owner,2018,Volkswagen
529,Maruti Suzuki Eeco,PLATINUM,Bangalore,480399,24416,Petrol, 2nd Owner,2019,Maruti
530,Renault Kwid RxL,PLATINUM,Bangalore,369599,26700,Petrol, 2nd Owner,2017,Renault
531,Maruti Suzuki Swift,PLATINUM,Bangalore,451399,28979,Petrol, 1st Owner,2014,Maruti
532,Maruti Suzuki Eeco,PLATINUM,Bangalore,494099,27150,Petrol, 1st Owner,2019,Maruti
533,Ford EcoSport -,PLATINUM,Bangalore,1240899,3195,Petrol, 1st Owner,2020,Ford
534,Hyundai Eon Era,PLATINUM,Bangalore,286199,26761,Petrol, 1st Owner,2013,Hyundai
535,Hyundai Grand i10,PLATINUM,Bangalore,509399,71992,Petrol, 2nd Owner,2017,Hyundai
536,Maruti Suzuki Alto,PLATINUM,Bangalore,378099,27239,Petrol, 2nd Owner,2016,Maruti
537,Honda Jazz -,PLATINUM,Chennai,586699,36244,Petrol, 2nd Owner,2016,Honda
538,Maruti Suzuki Vitara,PLATINUM,Pune,906899,69807,Diesel, 2nd Owner,2019,Maruti
539,Maruti Suzuki Vitara,PLATINUM,Pune,882199,31803,Diesel, 2nd Owner,2019,Maruti
540,Honda Jazz -,PLATINUM,Bangalore,507999,92373,Petrol, 1st Owner,2015,Honda
541,Toyota Etios GD,GOLD,Gurgaon,240000,200000,Diesel,,2013,Toyota
542,Ford EcoSport Titanium,GOLD,Bangalore,825000,46000,Diesel,,2016,Ford
543,Toyota Innova 2.5,GOLD,Bangalore,845000,179000,Diesel,,2011,Toyota
544,Hyundai Grand i10,GOLD,Bangalore,475000,59000,Petrol,,2016,Hyundai
545,Hyundai Creta 1.6,GOLD,Bangalore,1325000,72000,Diesel,,2017,Hyundai
546,Hyundai Creta 1.6,GOLD,Bangalore,1245000,56000,Diesel,,2017,Hyundai
547,Mahindra XUV 500,GOLD,Bangalore,975000,87000,Diesel,,2014,Mahindra
548,Maruti Suzuki Vitara,PLATINUM,Pune,782999,59612,Diesel, 2nd Owner,2016,Maruti
549,Ford Ecosport -,PLATINUM,Bangalore,623399,30212,Petrol, 2nd Owner,2014,Ford
550,Maruti Suzuki Ignis,PLATINUM,Chennai,548699,18113,Petrol, 2nd Owner,2018,Maruti
551,Maruti Suzuki Alto,PLATINUM,Bangalore,397099,48435,Petrol, 2nd Owner,2018,Maruti
552,Maruti Suzuki Wagon,PLATINUM,Bangalore,392099,29297,Petrol, 1st Owner,2015,Maruti
553,Maruti Suzuki Wagon,PLATINUM,Bangalore,354599,53525,Petrol, 2nd Owner,2012,Maruti
554,Honda Amaze -,PLATINUM,Bangalore,719599,15890,Petrol, 1st Owner,2018,Honda
555,Honda WR V,PLATINUM,Bangalore,834099,31694,Petrol, 1st Owner,2019,Honda
556,Maruti Suzuki Alto,PLATINUM,Chennai,365899,36279,Petrol, 2nd Owner,2017,Maruti
557,Hyundai i10 Sportz,PLATINUM,Chennai,400899,33349,Petrol, 1st Owner,2015,Hyundai
558,Toyota Etios Liva,PLATINUM,Chennai,320199,103182,Petrol, 1st Owner,2012,Toyota
